orth,phon,syllables
bring,"['B', 'R', 'IH1', 'NG']",1
busy,"['B', 'IH1', 'Z', 'IY0']",2
hole,"['HH', 'OW1', 'L']",1
hop,"['HH', 'AA1', 'P']",1
men,"['M', 'EH1', 'N']",1
moment,"['M', 'OW1', 'M', 'AH0', 'N', 'T']",2
pick,"['P', 'IH1', 'K']",1
purple,"['P', 'ER1', 'P', 'AH0', 'L']",2
second,"['S', 'EH1', 'K', 'AH0', 'N', 'D']",2
sees,"['S', 'IY1', 'Z']",1
smell,"['S', 'M', 'EH1', 'L']",1
start,"['S', 'T', 'AA1', 'R', 'T']",1
station,"['S', 'T', 'EY1', 'SH', 'AH0', 'N']",2
teacher,"['T', 'IY1', 'CH', 'ER0']",2
though,"['DH', 'OW1']",1
trick,"['T', 'R', 'IH1', 'K']",1
use,"['Y', 'UW1', 'S']",1
wild,"['W', 'AY1', 'L', 'D']",1
years,"['Y', 'IH1', 'R', 'Z']",1
yet,"['Y', 'EH1', 'T']",1
alice,"['AE1', 'L', 'AH0', 'S']",2
answer,"['AE1', 'N', 'S', 'ER0']",2
built,"['B', 'IH1', 'L', 'T']",1
bump,"['B', 'AH1', 'M', 'P']",1
finished,"['F', 'IH1', 'N', 'IH0', 'SH', 'T']",2
grouchy,"['G', 'R', 'AW1', 'CH', 'IY0']",2
hen,"['HH', 'EH1', 'N']",1
hope,"['HH', 'OW1', 'P']",1
hour,"['AW1', 'ER0']",2
jump,"['JH', 'AH1', 'M', 'P']",1
lights,"['L', 'AY1', 'T', 'S']",1
paper,"['P', 'EY1', 'P', 'ER0']",2
shoe,"['SH', 'UW1']",1
shook,"['SH', 'UH1', 'K']",1
slinger,"['S', 'L', 'IH1', 'NG', 'ER0']",2
socks,"['S', 'AA1', 'K', 'S']",1
swish,"['S', 'W', 'IH1', 'SH']",1
wear,"['W', 'EH1', 'R']",1
alan,"['AE1', 'L', 'AH0', 'N']",2
anne,"['AE1', 'N']",1
bike,"['B', 'AY1', 'K']",1
cock,"['K', 'AA1', 'K']",1
crayon,"['K', 'R', 'EY1', 'AA2', 'N']",2
else,"['EH1', 'L', 'S']",1
girls,"['G', 'ER1', 'L', 'Z']",1
helped,"['HH', 'EH1', 'L', 'P', 'T']",1
kitchen,"['K', 'IH1', 'CH', 'AH0', 'N']",2
library,"['L', 'AY1', 'B', 'R', 'EH2', 'R', 'IY0']",3
mommy,"['M', 'AA1', 'M', 'IY0']",2
pond,"['P', 'AA1', 'N', 'D']",1
sam,"['S', 'AE1', 'M']",1
step,"['S', 'T', 'EH1', 'P']",1
stick,"['S', 'T', 'IH1', 'K']",1
strong,"['S', 'T', 'R', 'AO1', 'NG']",1
teeth,"['T', 'IY1', 'TH']",1
tickle,"['T', 'IH1', 'K', 'AH0', 'L']",2
times,"['T', 'AY1', 'M', 'Z']",1
tomorrow,"['T', 'AH0', 'M', 'AA1', 'R', 'OW2']",3
toward,"['T', 'AH0', 'W', 'AO1', 'R', 'D']",2
woof,"['W', 'UW1', 'F']",1
apple,"['AE1', 'P', 'AH0', 'L']",2
bath,"['B', 'AE1', 'TH']",1
become,"['B', 'IH0', 'K', 'AH1', 'M']",2
blew,"['B', 'L', 'UW1']",1
ear,"['IY1', 'R']",1
early,"['ER1', 'L', 'IY0']",2
falling,"['F', 'AA1', 'L', 'IH0', 'NG']",2
forth,"['F', 'AO1', 'R', 'TH']",1
kids,"['K', 'IH1', 'D', 'Z']",1
linsky,"['L', 'IH1', 'N', 'S', 'K', 'IY0']",2
loud,"['L', 'AW1', 'D']",1
matter,"['M', 'AE1', 'T', 'ER0']",2
moo,"['M', 'UW1']",1
named,"['N', 'EY1', 'M', 'D']",1
near,"['N', 'IH1', 'R']",1
okay,"['OW2', 'K', 'EY1']",2
ones,"['W', 'AH1', 'N', 'Z']",1
orange,"['AO1', 'R', 'AH0', 'N', 'JH']",2
rabbit,"['R', 'AE1', 'B', 'AH0', 'T']",2
real,"['R', 'IY1', 'L']",1
sorry,"['S', 'AA1', 'R', 'IY0']",2
stairs,"['S', 'T', 'EH1', 'R', 'Z']",1
wants,"['W', 'AA1', 'N', 'T', 'S']",1
wood,"['W', 'UH1', 'D']",1
wrong,"['R', 'AO1', 'NG']",1
yelled,"['Y', 'EH1', 'L', 'D']",1
above,"['AH0', 'B', 'AH1', 'V']",2
berries,"['B', 'EH1', 'R', 'IY0', 'Z']",2
butter,"['B', 'AH1', 'T', 'ER0']",2
cut,"['K', 'AH1', 'T']",1
dancing,"['D', 'AE1', 'N', 'S', 'IH0', 'NG']",2
driver,"['D', 'R', 'AY1', 'V', 'ER0']",2
duncan,"['D', 'AH1', 'NG', 'K', 'AH0', 'N']",2
ears,"['IH1', 'R', 'Z']",1
feeling,"['F', 'IY1', 'L', 'IH0', 'NG']",2
followed,"['F', 'AA1', 'L', 'OW0', 'D']",2
hare,"['HH', 'EH1', 'R']",1
henry,"['HH', 'EH1', 'N', 'R', 'IY0']",2
herself,"['HH', 'ER0', 'S', 'EH1', 'L', 'F']",2
higher,"['HH', 'AY1', 'ER0']",2
liked,"['L', 'AY1', 'K', 'T']",1
lots,"['L', 'AA1', 'T', 'S']",1
others,"['AH1', 'DH', 'ER0', 'Z']",2
picnic,"['P', 'IH1', 'K', 'N', 'IH2', 'K']",2
picture,"['P', 'IH1', 'K', 'CH', 'ER0']",2
pink,"['P', 'IH1', 'NG', 'K']",1
safe,"['S', 'EY1', 'F']",1
shut,"['SH', 'AH1', 'T']",1
silver,"['S', 'IH1', 'L', 'V', 'ER0']",2
six,"['S', 'IH1', 'K', 'S']",1
stay,"['S', 'T', 'EY1']",1
toys,"['T', 'OY1', 'Z']",1
camilla,"['K', 'AH0', 'M', 'IH1', 'L', 'AH0']",3
easy,"['IY1', 'Z', 'IY0']",2
leaves,"['L', 'IY1', 'V', 'Z']",1
means,"['M', 'IY1', 'N', 'Z']",1
meet,"['M', 'IY1', 'T']",1
middle,"['M', 'IH1', 'D', 'AH0', 'L']",2
places,"['P', 'L', 'EY1', 'S', 'AH0', 'Z']",2
poop,"['P', 'UW1', 'P']",1
seven,"['S', 'EH1', 'V', 'AH0', 'N']",2
tiny,"['T', 'AY1', 'N', 'IY0']",2
toes,"['T', 'OW1', 'Z']",1
wonder,"['W', 'AH1', 'N', 'D', 'ER0']",2
build,"['B', 'IH1', 'L', 'D']",1
climb,"['K', 'L', 'AY1', 'M']",1
dinosaur,"['D', 'AY1', 'N', 'AH0', 'S', 'AO2', 'R']",3
dragons,"['D', 'R', 'AE1', 'G', 'AH0', 'N', 'Z']",2
drink,"['D', 'R', 'IH1', 'NG', 'K']",1
eight,"['EY1', 'T']",1
evening,"['IY1', 'V', 'N', 'IH0', 'NG']",2
few,"['F', 'Y', 'UW1']",1
finger,"['F', 'IH1', 'NG', 'G', 'ER0']",2
fingers,"['F', 'IH1', 'NG', 'G', 'ER0', 'Z']",2
large,"['L', 'AA1', 'R', 'JH']",1
lay,"['L', 'EY1']",1
lovely,"['L', 'AH1', 'V', 'L', 'IY0']",2
magic,"['M', 'AE1', 'JH', 'IH0', 'K']",2
played,"['P', 'L', 'EY1', 'D']",1
pop,"['P', 'AA1', 'P']",1
puppy,"['P', 'AH1', 'P', 'IY0']",2
pushed,"['P', 'UH1', 'SH', 'T']",1
quick,"['K', 'W', 'IH1', 'K']",1
sandwich,"['S', 'AE1', 'N', 'D', 'W', 'IH0', 'CH']",2
short,"['SH', 'AO1', 'R', 'T']",1
sounds,"['S', 'AW1', 'N', 'D', 'Z']",1
south,"['S', 'AW1', 'TH']",1
spring,"['S', 'P', 'R', 'IH1', 'NG']",1
stayed,"['S', 'T', 'EY1', 'D']",1
babar,"['B', 'AA2', 'B', 'AA1', 'R']",2
brush,"['B', 'R', 'AH1', 'SH']",1
bunny,"['B', 'AH1', 'N', 'IY0']",2
gordon,"['G', 'AO1', 'R', 'D', 'AH0', 'N']",2
mind,"['M', 'AY1', 'N', 'D']",1
mothers,"['M', 'AH1', 'DH', 'ER0', 'Z']",2
ring,"['R', 'IH1', 'NG']",1
sleeping,"['S', 'L', 'IY1', 'P', 'IH0', 'NG']",2
smile,"['S', 'M', 'AY1', 'L']",1
stuck,"['S', 'T', 'AH1', 'K']",1
table,"['T', 'EY1', 'B', 'AH0', 'L']",2
true,"['T', 'R', 'UW1']",1
wall,"['W', 'AO1', 'L']",1
whistle,"['W', 'IH1', 'S', 'AH0', 'L']",2
worried,"['W', 'ER1', 'IY0', 'D']",2
year,"['Y', 'IH1', 'R']",1
already,"['AO0', 'L', 'R', 'EH1', 'D', 'IY0']",3
also,"['AO1', 'L', 'S', 'OW0']",2
beach,"['B', 'IY1', 'CH']",1
beans,"['B', 'IY1', 'N', 'Z']",1
became,"['B', 'IH0', 'K', 'EY1', 'M']",2
bottom,"['B', 'AA1', 'T', 'AH0', 'M']",2
broke,"['B', 'R', 'OW1', 'K']",1
clack,"['K', 'L', 'AE1', 'K']",1
dum,"['D', 'AH1', 'M']",1
gray,"['G', 'R', 'EY1']",1
katy,"['K', 'EY1', 'T', 'IY0']",2
mcbee,"['M', 'AH0', 'K', 'B', 'IY1']",2
monster,"['M', 'AA1', 'N', 'S', 'T', 'ER0']",2
office,"['AO1', 'F', 'AH0', 'S']",2
paw,"['P', 'AO1']",1
pussy,"['P', 'UH1', 'S', 'IY0']",2
queen,"['K', 'W', 'IY1', 'N']",1
sand,"['S', 'AE1', 'N', 'D']",1
saying,"['S', 'EY1', 'IH0', 'NG']",2
slept,"['S', 'L', 'EH1', 'P', 'T']",1
summer,"['S', 'AH1', 'M', 'ER0']",2
tight,"['T', 'AY1', 'T']",1
trains,"['T', 'R', 'EY1', 'N', 'Z']",1
twenty,"['T', 'W', 'EH1', 'N', 'T', 'IY0']",2
wash,"['W', 'AA1', 'SH']",1
bat,"['B', 'AE1', 'T']",1
bow,"['B', 'AW1']",1
chair,"['CH', 'EH1', 'R']",1
clear,"['K', 'L', 'IH1', 'R']",1
clifford,"['K', 'L', 'IH1', 'F', 'ER0', 'D']",2
cool,"['K', 'UW1', 'L']",1
dragon,"['D', 'R', 'AE1', 'G', 'AH0', 'N']",2
forest,"['F', 'AO1', 'R', 'AH0', 'S', 'T']",2
general,"['JH', 'EH1', 'N', 'ER0', 'AH0', 'L']",3
ho,"['HH', 'OW1']",1
irene,"['AY0', 'R', 'IY1', 'N']",2
master,"['M', 'AE1', 'S', 'T', 'ER0']",2
max,"['M', 'AE1', 'K', 'S']",1
meeting,"['M', 'IY1', 'T', 'IH0', 'NG']",2
music,"['M', 'Y', 'UW1', 'Z', 'IH0', 'K']",2
nobody,"['N', 'OW1', 'B', 'AA2', 'D', 'IY2']",3
penny,"['P', 'EH1', 'N', 'IY0']",2
pet,"['P', 'EH1', 'T']",1
pip,"['P', 'IH1', 'P']",1
probably,"['P', 'R', 'AA1', 'B', 'AH0', 'B', 'L', 'IY0']",3
rope,"['R', 'OW1', 'P']",1
ruff,"['R', 'AH1', 'F']",1
sign,"['S', 'AY1', 'N']",1
soup,"['S', 'UW1', 'P']",1
talking,"['T', 'AO1', 'K', 'IH0', 'NG']",2
blaze,"['B', 'L', 'EY1', 'Z']",1
bushes,"['B', 'UH1', 'SH', 'AH0', 'Z']",2
coaches,"['K', 'OW1', 'CH', 'IH0', 'Z']",2
corn,"['K', 'AO1', 'R', 'N']",1
cross,"['K', 'R', 'AO1', 'S']",1
dirt,"['D', 'ER1', 'T']",1
doughnut,"['D', 'OW1', 'N', 'AH2', 'T']",2
dress,"['D', 'R', 'EH1', 'S']",1
fat,"['F', 'AE1', 'T']",1
flower,"['F', 'L', 'AW1', 'ER0']",2
giant,"['JH', 'AY1', 'AH0', 'N', 'T']",2
goat,"['G', 'OW1', 'T']",1
god,"['G', 'AA1', 'D']",1
knees,"['N', 'IY1', 'Z']",1
knows,"['N', 'OW1', 'Z']",1
mallard,"['M', 'AE1', 'L', 'ER0', 'D']",2
river,"['R', 'IH1', 'V', 'ER0']",2
rolled,"['R', 'OW1', 'L', 'D']",1
scared,"['S', 'K', 'EH1', 'R', 'D']",1
sick,"['S', 'IH1', 'K']",1
standing,"['S', 'T', 'AE1', 'N', 'D', 'IH0', 'NG']",2
swamp,"['S', 'W', 'AA1', 'M', 'P']",1
throw,"['TH', 'R', 'OW1']",1
upstairs,"['AH0', 'P', 'S', 'T', 'EH1', 'R', 'Z']",2
wheels,"['W', 'IY1', 'L', 'Z']",1
whose,"['HH', 'UW1', 'Z']",1
windows,"['W', 'IH1', 'N', 'D', 'OW0', 'Z']",2
word,"['W', 'ER1', 'D']",1
write,"['R', 'AY1', 'T']",1
bears,"['B', 'EH1', 'R', 'Z']",1
bite,"['B', 'AY1', 'T']",1
boom,"['B', 'UW1', 'M']",1
broken,"['B', 'R', 'OW1', 'K', 'AH0', 'N']",2
change,"['CH', 'EY1', 'N', 'JH']",1
chase,"['CH', 'EY1', 'S']",1
closed,"['K', 'L', 'OW1', 'Z', 'D']",1
coat,"['K', 'OW1', 'T']",1
daddy,"['D', 'AE1', 'D', 'IY0']",2
danced,"['D', 'AE1', 'N', 'S', 'T']",1
dreams,"['D', 'R', 'IY1', 'M', 'Z']",1
extra,"['EH1', 'K', 'S', 'T', 'R', 'AH0']",2
fair,"['F', 'EH1', 'R']",1
farmer,"['F', 'AA1', 'R', 'M', 'ER0']",2
fritz,"['F', 'R', 'IH1', 'T', 'S']",1
heavy,"['HH', 'EH1', 'V', 'IY0']",2
held,"['HH', 'EH1', 'L', 'D']",1
hurried,"['HH', 'ER1', 'IY0', 'D']",2
land,"['L', 'AE1', 'N', 'D']",1
laughing,"['L', 'AE1', 'F', 'IH0', 'NG']",2
leg,"['L', 'EH1', 'G']",1
likes,"['L', 'AY1', 'K', 'S']",1
living,"['L', 'IH1', 'V', 'IH0', 'NG']",2
longer,"['L', 'AO1', 'NG', 'G', 'ER0']",2
monkeys,"['M', 'AH1', 'NG', 'K', 'IY0', 'Z']",2
myself,"['M', 'AY2', 'S', 'EH1', 'L', 'F']",2
pail,"['P', 'EY1', 'L']",1
pocket,"['P', 'AA1', 'K', 'AH0', 'T']",2
pull,"['P', 'UH1', 'L']",1
singing,"['S', 'IH1', 'NG', 'IH0', 'NG']",2
sneeze,"['S', 'N', 'IY1', 'Z']",1
special,"['S', 'P', 'EH1', 'SH', 'AH0', 'L']",2
splash,"['S', 'P', 'L', 'AE1', 'SH']",1
store,"['S', 'T', 'AO1', 'R']",1
tacos,"['T', 'AA1', 'K', 'OW0', 'Z']",2
tea,"['T', 'IY1']",1
tricks,"['T', 'R', 'IH1', 'K', 'S']",1
wife,"['W', 'AY1', 'F']",1
worry,"['W', 'ER1', 'IY0']",2
yard,"['Y', 'AA1', 'R', 'D']",1
anyway,"['EH1', 'N', 'IY0', 'W', 'EY2']",3
blocks,"['B', 'L', 'AA1', 'K', 'S']",1
carried,"['K', 'AE1', 'R', 'IY0', 'D']",2
carry,"['K', 'AE1', 'R', 'IY0']",2
cause,"['K', 'AA1', 'Z']",1
crow,"['K', 'R', 'OW1']",1
dot,"['D', 'AA1', 'T']",1
drive,"['D', 'R', 'AY1', 'V']",1
dry,"['D', 'R', 'AY1']",1
eye,['AY1'],1
fit,"['F', 'IH1', 'T']",1
forever,"['F', 'ER0', 'EH1', 'V', 'ER0']",3
hippos,"['HH', 'IH1', 'P', 'OW0', 'Z']",2
hook,"['HH', 'UH1', 'K']",1
horton,"['HH', 'AO1', 'R', 'T', 'AH0', 'N']",2
hurt,"['HH', 'ER1', 'T']",1
james,"['JH', 'EY1', 'M', 'Z']",1
ladder,"['L', 'AE1', 'D', 'ER0']",2
led,"['L', 'EH1', 'D']",1
maid,"['M', 'EY1', 'D']",1
money,"['M', 'AH1', 'N', 'IY0']",2
monkey,"['M', 'AH1', 'NG', 'K', 'IY0']",2
moved,"['M', 'UW1', 'V', 'D']",1
nap,"['N', 'AE1', 'P']",1
none,"['N', 'AH1', 'N']",1
olivia,"['OW0', 'L', 'IH1', 'V', 'IY0', 'AH0']",4
pat,"['P', 'AE1', 'T']",1
pout,"['P', 'AW1', 'T']",1
puppies,"['P', 'AH1', 'P', 'IY0', 'Z']",2
rogers,"['R', 'AA1', 'JH', 'ER0', 'Z']",2
shark,"['SH', 'AA1', 'R', 'K']",1
shiny,"['SH', 'AY1', 'N', 'IY0']",2
snake,"['S', 'N', 'EY1', 'K']",1
steam,"['S', 'T', 'IY1', 'M']",1
stepped,"['S', 'T', 'EH1', 'P', 'T']",1
trip,"['T', 'R', 'IH1', 'P']",1
trouble,"['T', 'R', 'AH1', 'B', 'AH0', 'L']",2
wished,"['W', 'IH1', 'SH', 'T']",1
worked,"['W', 'ER1', 'K', 'T']",1
zoo,"['Z', 'UW1']",1
ago,"['AH0', 'G', 'OW1']",2
anyone,"['EH1', 'N', 'IY0', 'W', 'AH2', 'N']",3
arms,"['AA1', 'R', 'M', 'Z']",1
band,"['B', 'AE1', 'N', 'D']",1
bang,"['B', 'AE1', 'NG']",1
born,"['B', 'AO1', 'R', 'N']",1
cans,"['K', 'AE1', 'N', 'Z']",1
choo,"['CH', 'UW1']",1
choose,"['CH', 'UW1', 'Z']",1
chug,"['CH', 'AH1', 'G']",1
crawled,"['K', 'R', 'AO1', 'L', 'D']",1
dropped,"['D', 'R', 'AA1', 'P', 'T']",1
dug,"['D', 'AH1', 'G']",1
free,"['F', 'R', 'IY1']",1
hay,"['HH', 'EY1']",1
hide,"['HH', 'AY1', 'D']",1
hung,"['HH', 'AH1', 'NG']",1
jim,"['JH', 'IH1', 'M']",1
kissed,"['K', 'IH1', 'S', 'T']",1
kitten,"['K', 'IH1', 'T', 'AH0', 'N']",2
later,"['L', 'EY1', 'T', 'ER0']",2
letter,"['L', 'EH1', 'T', 'ER0']",2
lucky,"['L', 'AH1', 'K', 'IY0']",2
mayor,"['M', 'EY1', 'ER0']",2
minute,"['M', 'IH1', 'N', 'AH0', 'T']",2
ralph,"['R', 'AE1', 'L', 'F']",1
rose,"['R', 'OW1', 'Z']",1
rushed,"['R', 'AH1', 'SH', 'T']",1
saturday,"['S', 'AE1', 'T', 'ER0', 'D', 'IY0']",3
speak,"['S', 'P', 'IY1', 'K']",1
strange,"['S', 'T', 'R', 'EY1', 'N', 'JH']",1
supper,"['S', 'AH1', 'P', 'ER0']",2
surprise,"['S', 'ER0', 'P', 'R', 'AY1', 'Z']",2
takes,"['T', 'EY1', 'K', 'S']",1
taste,"['T', 'EY1', 'S', 'T']",1
watching,"['W', 'AA1', 'CH', 'IH0', 'NG']",2
words,"['W', 'ER1', 'D', 'Z']",1
ahead,"['AH0', 'HH', 'EH1', 'D']",2
anymore,"['EH2', 'N', 'IY0', 'M', 'AO1', 'R']",3
arrived,"['ER0', 'AY1', 'V', 'D']",2
asks,"['AE1', 'S', 'K', 'S']",1
bats,"['B', 'AE1', 'T', 'S']",1
bells,"['B', 'EH1', 'L', 'Z']",1
blow,"['B', 'L', 'OW1']",1
bridge,"['B', 'R', 'IH1', 'JH']",1
cave,"['K', 'EY1', 'V']",1
circle,"['S', 'ER1', 'K', 'AH0', 'L']",2
colors,"['K', 'AH1', 'L', 'ER0', 'Z']",2
crazy,"['K', 'R', 'EY1', 'Z', 'IY0']",2
curious,"['K', 'Y', 'UH1', 'R', 'IY0', 'AH0', 'S']",3
den,"['D', 'EH1', 'N']",1
dust,"['D', 'AH1', 'S', 'T']",1
empty,"['EH1', 'M', 'P', 'T', 'IY0']",2
fallen,"['F', 'AA1', 'L', 'AH0', 'N']",2
forget,"['F', 'ER0', 'G', 'EH1', 'T']",2
forgot,"['F', 'ER0', 'G', 'AA1', 'T']",2
half,"['HH', 'AE1', 'F']",1
having,"['HH', 'AE1', 'V', 'IH0', 'NG']",2
hoo,"['HH', 'UW1']",1
join,"['JH', 'OY1', 'N']",1
martha,"['M', 'AA1', 'R', 'TH', 'AH0']",2
morris,"['M', 'AO1', 'R', 'AH0', 'S']",2
mud,"['M', 'AH1', 'D']",1
ocean,"['OW1', 'SH', 'AH0', 'N']",2
park,"['P', 'AA1', 'R', 'K']",1
peanut,"['P', 'IY1', 'N', 'AH0', 'T']",2
penguin,"['P', 'EH1', 'NG', 'G', 'W', 'AH0', 'N']",2
perhaps,"['P', 'ER0', 'HH', 'AE1', 'P', 'S']",2
race,"['R', 'EY1', 'S']",1
reach,"['R', 'IY1', 'CH']",1
riddle,"['R', 'IH1', 'D', 'AH0', 'L']",2
rocket,"['R', 'AA1', 'K', 'AH0', 'T']",2
secret,"['S', 'IY1', 'K', 'R', 'AH0', 'T']",2
shell,"['SH', 'EH1', 'L']",1
stinky,"['S', 'T', 'IH1', 'NG', 'K', 'IY0']",2
track,"['T', 'R', 'AE1', 'K']",1
turtles,"['T', 'ER1', 'T', 'AH0', 'L', 'Z']",2
wake,"['W', 'EY1', 'K']",1
whiskers,"['W', 'IH1', 'S', 'K', 'ER0', 'Z']",2
wondered,"['W', 'AH1', 'N', 'D', 'ER0', 'D']",2
angry,"['AE1', 'NG', 'G', 'R', 'IY0']",2
apples,"['AE1', 'P', 'AH0', 'L', 'Z']",2
barn,"['B', 'AA1', 'R', 'N']",1
beat,"['B', 'IY1', 'T']",1
belly,"['B', 'EH1', 'L', 'IY0']",2
break,"['B', 'R', 'EY1', 'K']",1
buttons,"['B', 'AH1', 'T', 'AH0', 'N', 'Z']",2
class,"['K', 'L', 'AE1', 'S']",1
cozy,"['K', 'OW1', 'Z', 'IY0']",2
de,"['D', 'IY1']",1
eaten,"['IY1', 'T', 'AH0', 'N']",2
fear,"['F', 'IH1', 'R']",1
florio,"['F', 'L', 'AO1', 'R', 'IY0', 'OW0']",3
fresh,"['F', 'R', 'EH1', 'SH']",1
goo,"['G', 'UW1']",1
hooray,"['HH', 'UH0', 'R', 'EY1']",2
horn,"['HH', 'AO1', 'R', 'N']",1
houses,"['HH', 'AW1', 'S', 'AH0', 'Z']",2
hush,"['HH', 'AH1', 'SH']",1
jo,"['JH', 'OW1']",1
john,"['JH', 'AA1', 'N']",1
kittens,"['K', 'IH1', 'T', 'AH0', 'N', 'Z']",2
knock,"['N', 'AA1', 'K']",1
low,"['L', 'OW1']",1
luck,"['L', 'AH1', 'K']",1
onto,"['AA1', 'N', 'T', 'UW0']",2
pajama,"['P', 'AH0', 'JH', 'AA1', 'M', 'AH0']",3
paul,"['P', 'AO1', 'L']",1
poem,"['P', 'OW1', 'AH0', 'M']",2
quietly,"['K', 'W', 'AY1', 'AH0', 'T', 'L', 'IY0']",3
rather,"['R', 'AE1', 'DH', 'ER0']",2
replied,"['R', 'IH0', 'P', 'L', 'AY1', 'D']",2
rocks,"['R', 'AA1', 'K', 'S']",1
since,"['S', 'IH1', 'N', 'S']",1
sisters,"['S', 'IH1', 'S', 'T', 'ER0', 'Z']",2
spoke,"['S', 'P', 'OW1', 'K']",1
swim,"['S', 'W', 'IH1', 'M']",1
woods,"['W', 'UH1', 'D', 'Z']",1
working,"['W', 'ER1', 'K', 'IH0', 'NG']",2
against,"['AH0', 'G', 'EH1', 'N', 'S', 'T']",2
anywhere,"['EH1', 'N', 'IY0', 'W', 'EH2', 'R']",3
between,"['B', 'IH0', 'T', 'W', 'IY1', 'N']",2
bigger,"['B', 'IH1', 'G', 'ER0']",2
chance,"['CH', 'AE1', 'N', 'S']",1
clang,"['K', 'L', 'AE1', 'NG']",1
country,"['K', 'AH1', 'N', 'T', 'R', 'IY0']",2
dolls,"['D', 'AA1', 'L', 'Z']",1
dream,"['D', 'R', 'IY1', 'M']",1
ed,"['EH1', 'D']",1
feels,"['F', 'IY1', 'L', 'Z']",1
field,"['F', 'IY1', 'L', 'D']",1
gets,"['G', 'EH1', 'T', 'S']",1
glad,"['G', 'L', 'AE1', 'D']",1
glass,"['G', 'L', 'AE1', 'S']",1
goodbye,"['G', 'UH2', 'D', 'B', 'AY1']",2
gown,"['G', 'AW1', 'N']",1
grace,"['G', 'R', 'EY1', 'S']",1
gus,"['G', 'AH1', 'S']",1
happily,"['HH', 'AE1', 'P', 'AH0', 'L', 'IY0']",3
hills,"['HH', 'IH1', 'L', 'Z']",1
hundred,"['HH', 'AH1', 'N', 'D', 'R', 'AH0', 'D']",2
job,"['JH', 'AA1', 'B']",1
jungle,"['JH', 'AH1', 'NG', 'G', 'AH0', 'L']",2
kid,"['K', 'IH1', 'D']",1
lifted,"['L', 'IH1', 'F', 'T', 'AH0', 'D']",2
lulu,"['L', 'UW1', 'L', 'UW2']",2
market,"['M', 'AA1', 'R', 'K', 'AH0', 'T']",2
math,"['M', 'AE1', 'TH']",1
mess,"['M', 'EH1', 'S']",1
neck,"['N', 'EH1', 'K']",1
note,"['N', 'OW1', 'T']",1
pigs,"['P', 'IH1', 'G', 'Z']",1
plan,"['P', 'L', 'AE1', 'N']",1
plate,"['P', 'L', 'EY1', 'T']",1
pole,"['P', 'OW1', 'L']",1
returned,"['R', 'IH0', 'T', 'ER1', 'N', 'D']",2
sal,"['S', 'AE1', 'L']",1
seeds,"['S', 'IY1', 'D', 'Z']",1
shake,"['SH', 'EY1', 'K']",1
shop,"['SH', 'AA1', 'P']",1
shout,"['SH', 'AW1', 'T']",1
smart,"['S', 'M', 'AA1', 'R', 'T']",1
son,"['S', 'AH1', 'N']",1
speck,"['S', 'P', 'EH1', 'K']",1
stone,"['S', 'T', 'OW1', 'N']",1
suit,"['S', 'UW1', 'T']",1
tank,"['T', 'AE1', 'NG', 'K']",1
thinking,"['TH', 'IH1', 'NG', 'K', 'IH0', 'NG']",2
thinks,"['TH', 'IH1', 'NG', 'K', 'S']",1
thousand,"['TH', 'AW1', 'Z', 'AH0', 'N', 'D']",2
thumb,"['TH', 'AH1', 'M']",1
tortoise,"['T', 'AO1', 'R', 'T', 'AH0', 'S']",2
trash,"['T', 'R', 'AE1', 'SH']",1
unicorn,"['Y', 'UW1', 'N', 'IH0', 'K', 'AO2', 'R', 'N']",3
woke,"['W', 'OW1', 'K']",1
writing,"['R', 'AY1', 'T', 'IH0', 'NG']",2
wrote,"['R', 'OW1', 'T']",1
albie,"['AO1', 'L', 'B', 'IY0']",2
battle,"['B', 'AE1', 'T', 'AH0', 'L']",2
branch,"['B', 'R', 'AE1', 'N', 'CH']",1
breath,"['B', 'R', 'EH1', 'TH']",1
carrots,"['K', 'AE1', 'R', 'AH0', 'T', 'S']",2
chairs,"['CH', 'EH1', 'R', 'Z']",1
clouds,"['K', 'L', 'AW1', 'D', 'Z']",1
desk,"['D', 'EH1', 'S', 'K']",1
ding,"['D', 'IH1', 'NG']",1
doctor,"['D', 'AA1', 'K', 'T', 'ER0']",2
dressed,"['D', 'R', 'EH1', 'S', 'T']",1
exactly,"['IH0', 'G', 'Z', 'AE1', 'K', 'T', 'L', 'IY0']",3
except,"['IH0', 'K', 'S', 'EH1', 'P', 'T']",2
flop,"['F', 'L', 'AA1', 'P']",1
gate,"['G', 'EY1', 'T']",1
gives,"['G', 'IH1', 'V', 'Z']",1
happen,"['HH', 'AE1', 'P', 'AH0', 'N']",2
harold,"['HH', 'EH1', 'R', 'AH0', 'L', 'D']",2
hid,"['HH', 'IH1', 'D']",1
highway,"['HH', 'AY1', 'W', 'EY2']",2
jumping,"['JH', 'AH1', 'M', 'P', 'IH0', 'NG']",2
knocked,"['N', 'AA1', 'K', 'T']",1
knox,"['N', 'AA1', 'K', 'S']",1
lazy,"['L', 'EY1', 'Z', 'IY0']",2
lives,"['L', 'IH1', 'V', 'Z']",1
lonely,"['L', 'OW1', 'N', 'L', 'IY0']",2
mail,"['M', 'EY1', 'L']",1
mixed,"['M', 'IH1', 'K', 'S', 'T']",1
north,"['N', 'AO1', 'R', 'TH']",1
pickle,"['P', 'IH1', 'K', 'AH0', 'L']",2
piece,"['P', 'IY1', 'S']",1
pot,"['P', 'AA1', 'T']",1
