word,freq,phon_read,phonemes_right,phonemes_wrong,phonemes_proportion,phonemes_sum,phonemes_average,phoneme_dists,stress,wordwise_dist
hope,150677,HH-OW1-P,3,0,1.0,0.5153171335041266,0.12882928337603164,0.11631543929604095-0.30211065844942103-0.03616191582964917-0.06072911992901544,1.0,0.3313545556216137
sack,2222,S-AE1-K,3,0,1.0,0.8671304330616487,0.21678260826541218,0.13991754506542836-0.4589891775360844-0.09707638512858854-0.17114732533154736,1.0,0.5186166368621083
goat,2564,G-OW1-T,3,0,1.0,0.46157788883530526,0.11539447220882632,0.11254775594298443-0.13294204953049477-0.17182936030422086-0.044258723057605226,1.0,0.24864583151627068
sewed,163,S-UW1-D,2,1,0.6666666666666666,1.6251575096678619,0.40628937741696547,0.015363317308601587-1.2613141311398877-0.12008502352490553-0.2283950376944669,1.0,1.2875302229657868
cane,5407,K-EY1-N,3,0,1.0,0.6296088334187742,0.15740220835469354,0.4524015658492329-0.13840208626040176-0.025590585543611436-0.013214595765527972,1.0,0.4739744907416228
nor,54813,N-AO1-R,3,0,1.0,0.8357735081913712,0.2089433770478428,0.4031732951551869-0.2797396923022149-0.014129318270682084-0.13873120246328727,1.0,0.5101460433516398
toot,258,T-UW1-T,3,0,1.0,0.7115804576225443,0.17789511440563607,0.03383818530199136-0.4083775506390218-0.21216240739415543-0.057202314287375745,1.0,0.464975524647883
tap,11397,T-AE1-P,3,0,1.0,0.9608177976149017,0.24020444940372543,0.2805045810142053-0.6107551772725069-0.01998059979439095-0.04957743953379852,1.0,0.6742120240799605
plow,765,P-L-AW1,3,0,1.0,1.3656748154658975,0.3414187038664744,0.08032333534416602-0.2491058248610653-0.9190612739644635-0.11718438129620283,1.0,0.9627623562964432
flow,21065,F-L-OW1,3,0,1.0,0.6832102828013273,0.17080257070033183,0.05850852242067115-0.11859759061613624-0.4165335624904199-0.08957060727410002,1.0,0.44610731675709425
shot,42216,SH-AA1-T,3,0,1.0,1.2424713870788837,0.31061784676972093,0.4234201826529124-0.6218113821517458-0.16969620320969064-0.02754361906453481,1.0,0.7716796604720425
vine,1243,V-AY1-N,3,0,1.0,0.5719641291143803,0.14299103227859508,0.21759956089012564-0.2771788186185004-0.02100329400714311-0.05618245559861122,1.0,0.35745667299207534
seam,1087,S-IY1-M,3,0,1.0,0.22342995456219203,0.05585748864054801,0.04241102773233276-0.1107751225309311-0.05093904629890269-0.019304758000025495,1.0,0.1305269442082239
bet,29911,B-EH1-T,3,0,1.0,0.819453907528267,0.20486347688206674,0.48535636468912297-0.2803708420411271-0.010894575889521427-0.042832124908495396,1.0,0.5622560737947444
bush,10891,B-AH1-SH,2,1,0.6666666666666666,2.154791656600647,0.5386979141501618,0.12215125486457215-1.7227346523945697-0.1797735612017922-0.1301321881397127,1.0,1.7412606155665593
vale,3939,V-EY1-L,3,0,1.0,0.5128503917354942,0.12821259793387355,0.2014775162824955-0.21173976970423888-0.09093952000275932-0.008693585746000583,1.0,0.30622294880237616
boat,15859,B-OW1-T,3,0,1.0,0.5127076086029333,0.12817690215073332,0.17976190114892074-0.15028259693835913-0.15655175227099252-0.026111358244660928,1.0,0.28300080250011816
bert,2,B-ER1-T,3,0,1.0,1.2204789402751952,0.3051197350687988,0.19201694774564435-0.6523722964611975-0.17142050830444128-0.20466918776391188,1.0,0.7305714123197694
sup,1124,S-AH1-P,3,0,1.0,1.6932320734674484,0.4233080183668621,0.6294159593121705-0.8470354358476931-0.12545999526908225-0.0913206830385024,1.0,1.066636375238576
hoes,157,HH-XX-Z,2,1,0.6666666666666666,1.758205539461445,0.43955138486536127,0.3286173452692027-1.2200571985936501-0.09681048945608989-0.11272050614250226,0.0,1.2722449099232873
less,158430,L-EH1-S,3,0,1.0,0.958008074149858,0.2395020185374645,0.0629911376596211-0.45571586487316834-0.04253056991602713-0.3967705017010415,1.0,0.6089996004253463
pot,13163,P-AA1-T,3,0,1.0,0.6415126755317199,0.16037816888292997,0.17859418903212126-0.3711362897030584-0.060918550945273604-0.03086364585126653,1.0,0.4174945081975305
poof,584,P-UW1-F,3,0,1.0,0.788026309983229,0.19700657749580724,0.0406942192972235-0.06697863013131643-0.6336292228874278-0.046724237667261206,1.0,0.6401650590753846
sees,12246,S-IY1-Z,3,0,1.0,0.5076583754094892,0.1269145938523723,0.051208138770122306-0.09949420107942386-0.26456072193762514-0.09239531362231794,1.0,0.3017459843912704
robe,1643,R-OW1-B,3,0,1.0,0.647221714069159,0.16180542851728974,0.015252469688985889-0.3842600364603818-0.21567725469412405-0.03203195322566717,1.0,0.4420759410689444
yawed,2,Y-AO1-D,3,0,1.0,0.5279524702673859,0.13198811756684647,0.09911994625798558-0.16623167264601002-0.22666563488431038-0.035935216479079914,1.0,0.30021056370118293
pap,1831,P-AE1-P,3,0,1.0,0.4700632769525664,0.1175158192381416,0.15893805065345828-0.22798394606353828-0.04301640314665835-0.040124877088911506,1.0,0.2840746386239006
tour,23495,T-UW1-R,2,1,0.6666666666666666,0.9063758660669944,0.2265939665167486,0.08540876715151641-0.720633306540086-0.04085439618998316-0.059479396185408824,1.0,0.7292557166453125
cheat,6139,CH-IY1-T,3,0,1.0,0.5783433170837791,0.14458582927094477,0.1066503366618869-0.19730034875815103-0.09646022922843842-0.17793240243530273,1.0,0.302103024793502
touch,34805,T-AH1-CH,3,0,1.0,1.0860494299621601,0.27151235749054003,0.05635945400209096-0.508618737353674-0.22880742169194437-0.29226381691445086,1.0,0.6321711658573004
jut,2,XX-AH1-T,2,1,0.6666666666666666,1.5288129091184242,0.38220322727960604,0.8749478436043453-0.4695884999378162-0.04461691099547544-0.13965965458078702,1.0,1.003764203469194
jays,2,JH-XX-Z,2,1,0.6666666666666666,1.06275069792467,0.2656876744811675,0.14750578741108028-0.6860338483747692-0.12862196263690603-0.10058909950191428,0.0,0.7204596967539783
height,12054,HH-AY1-T,3,0,1.0,1.4055288929126235,0.3513822232281559,0.31530202979490957-0.31578185484776367-0.08969462064906984-0.6847503876208805,1.0,0.8222297538791762
worth,81431,W-ER1-XX,2,1,0.6666666666666666,1.5267599204761046,0.38168998011902616,0.21929613783612367-0.23476946625603753-0.5727278087131381-0.4999665076708053,1.0,0.8253430499022083
fish,30616,F-IH1-SH,3,0,1.0,0.4509858537945938,0.11274646344864846,0.029523390440826122-0.09417859120638511-0.26992775585446904-0.05735611629291353,1.0,0.2930732930199832
dues,2,D-UW1-Z,3,0,1.0,0.97333071851175,0.2433326796279375,0.18879368796781343-0.4090220300554457-0.23368779886734098-0.14182720162115006,1.0,0.5269411923035768
guff,2,XX-AH1-F,2,1,0.6666666666666666,1.5483766282004674,0.38709415705011685,0.5732111529322073-0.06669392860775099-0.10617575904837308-0.8022957876121362,1.0,0.993967267362805
shout,3287,SH-AW1-T,3,0,1.0,1.510362193523231,0.37759054838080774,0.03751313862125082-1.326976237612378-0.032234425890085794-0.11363839139951647,1.0,1.332751256975379
night,97526,N-AY1-T,3,0,1.0,0.8672108361210134,0.21680270903025334,0.0410817539523-0.17408967283492968-0.401108398877342-0.2509310104564417,1.0,0.5058154251841337
light,96807,L-AY1-T,3,0,1.0,0.7599832020507512,0.1899958005126878,0.06431631496671288-0.13128677765648236-0.37464306371829076-0.18973704570926522,1.0,0.4446688408973886
mile,9659,M-AY1-L,3,0,1.0,0.28922168139087195,0.07230542034771799,0.05189502868192844-0.1690073592803601-0.04730476146857711-0.021014531960006275,1.0,0.18421707983766328
bon,2,B-XX-N,2,1,0.6666666666666666,1.4590794193447412,0.3647698548361853,0.5400382831219661-0.8863547431930937-0.014510566708503996-0.018175826321177237,0.0,1.0381748384674305
rim,3713,R-IH1-M,3,0,1.0,0.7272505322377116,0.1818126330594279,0.4144043819400032-0.2490394040265979-0.036207592084167906-0.027599154186942643,1.0,0.4856174621709635
bought,57149,B-AA1-XX,2,1,0.6666666666666666,1.665518958284505,0.41637973957112623,0.1835829202955727-0.5684543442730142-0.6209785454149208-0.29250314830099716,1.0,0.9099535569350444
deal,83768,D-IY1-L,3,0,1.0,0.35914901259418885,0.08978725314854721,0.18964388769893029-0.04759759955372463-0.11534552247497722-0.006562002866556745,1.0,0.22710787098092255
hole,25792,HH-OW1-L,3,0,1.0,0.3270923494223504,0.0817730873555876,0.04542824252423015-0.25161612099869546-0.023980072092959746-0.006067913806464974,1.0,0.256877910690695
five,62708,F-AY1-V,3,0,1.0,0.5828785477393614,0.14571963693484036,0.016241127473163357-0.2778755968982819-0.23808069238596485-0.05068113098195125,1.0,0.36976967790472776
shed,6229,SH-EH1-D,3,0,1.0,0.9336629675700409,0.23341574189251021,0.4027286448795342-0.21497874001663464-0.2961554820650249-0.019800100608847217,1.0,0.5445239513620439
head,109091,HH-IY1-D,2,1,0.6666666666666666,1.4263698491184116,0.3565924622796029,0.24232082586043271-0.9610226719061066-0.18867488897478704-0.03435146237708502,1.0,1.009486104540487
mom,15797,M-AA1-M,3,0,1.0,1.0331106896156559,0.25827767240391397,0.258601171183423-0.706144371842589-0.04369380857513231-0.02467133801451139,1.0,0.7536791515291036
ran,30988,R-AE1-N,3,0,1.0,0.7873871610971479,0.19684679027428698,0.49039029016870284-0.23146884011836572-0.04507179762167127-0.020456233188408147,1.0,0.5445276715233061
beam,7880,B-IY1-M,3,0,1.0,0.2154977275192871,0.05387443187982178,0.08285907598563598-0.08246802034751086-0.030789330053652687-0.019381301132487573,1.0,0.12243454795102478
pays,13226,P-EY1-Z,3,0,1.0,0.6496406860137971,0.16241017150344927,0.11169821453214183-0.30072097650666807-0.20821524813952855-0.029006246835458594,1.0,0.38354210818901924
code,148175,K-OW1-D,3,0,1.0,0.5642327014982531,0.14105817537456328,0.0840651788806499-0.34586004297554024-0.11287743289678447-0.021430046745278455,1.0,0.3740142850054675
cheese,8664,CH-IY1-S,2,1,0.6666666666666666,1.4919154252114184,0.3729788563028546,0.24970778715046832-0.18786311928504906-0.7094483669650358-0.3448961518108653,1.0,0.848479152056426
lewd,1747,L-AO1-D,2,1,0.6666666666666666,1.3012411863165316,0.3253102965791329,0.06056712989583718-1.1072883588983284-0.08824329887268764-0.0451423986496784,1.0,1.1133645417954325
has,1175964,HH-AE1-XX,2,1,0.6666666666666666,1.6268325450920633,0.40670813627301583,0.3284795072930566-0.3930154939247401-0.7998363607122985-0.10550118316196813,1.0,0.9556299852675543
boot,43870,B-UW1-T,3,0,1.0,0.644716926815278,0.1611792317038195,0.18033740012273927-0.3673818156430169-0.06802377286594685-0.028973938183574965,1.0,0.41588183311725957
pouch,833,P-AW1-CH,3,0,1.0,0.9519890960398919,0.23799727400997298,0.020772895423735893-0.6008097685331054-0.16692563840316715-0.1634807936798833,1.0,0.6449759916520914
lone,6450,L-XX-N,2,1,0.6666666666666666,1.1442206577421974,0.28605516443554935,0.04431679396457673-1.0777571934259196-0.010927540683837413-0.011219129667863668,0.0,1.078781639732766
boys,23928,B-OY1-Z,3,0,1.0,0.7243780862902991,0.18109452157257477,0.11825485153139759-0.360722799096923-0.19189928802398096-0.05350114763799752,1.0,0.42871069177444776
veal,905,V-IY1-L,3,0,1.0,0.6248311178596565,0.15620777946491413,0.1616020193182418-0.3182784145282295-0.13620502059793013-0.008745663415255076,1.0,0.38215789415762746
lip,3325,L-IH1-P,3,0,1.0,0.8416418055071709,0.21041045137679273,0.613178515910773-0.16477979432046894-0.03381900172759924-0.02986449354832981,1.0,0.6365342770374458
gang,7823,G-AE1-NG,3,0,1.0,0.44249032761484897,0.11062258190371224,0.04957471378407943-0.035993512816056526-0.24079861775594025-0.11612348325877274,1.0,0.27426597107358197
ax,3141,_-XX-K,0,3,0.0,5.33761942779929,1.3344048569498226,1.3039327850978693-1.1181254529598903-1.9316471177120969-0.9839140720294345,0.0,2.7658258667372464
well,552534,W-EH1-L,3,0,1.0,0.44717080382659924,0.11179270095664981,0.06789068373797853-0.35844209466784865-0.006516711730077955-0.014321313690694093,1.0,0.365154005490677
luck,60631,L-AH1-K,3,0,1.0,1.2014061257377606,0.30035153143444016,0.2519410494243694-0.32720371536860027-0.07765120301290619-0.5446101579318847,1.0,0.6878709887675251
aims,2833,EY1-M-Z,3,0,1.0,0.8219904364857769,0.2054976091214442,0.3284404442911009-0.07062580411973686-0.37554271318174237-0.04738147489319671,1.0,0.5061012381338877
wille,2,W-IH1-L,3,0,1.0,1.2604728748127336,0.3151182187031834,0.12823856067884823-0.8473250572141823-0.015637976300304553-0.2692712806193986,1.0,0.8984188610537847
fail,18680,F-EY1-L,3,0,1.0,0.3588631996117657,0.08971579990294143,0.14332457892650752-0.15876566438652556-0.05059856389192491-0.006174392406807718,1.0,0.2198790779089134
mess,13192,M-EH1-S,3,0,1.0,1.0151511141358507,0.25378777853396267,0.039203644356022145-0.49125527633319427-0.020244627208380734-0.4644475662382536,1.0,0.6774880507960563
hell,62008,HH-EH1-L,3,0,1.0,0.5347988867391673,0.13369972168479183,0.071496696690156-0.41490720604559245-0.0044136178869873975-0.04398136611643143,1.0,0.42333628223255776
poor,53484,P-UW1-R,2,1,0.6666666666666666,1.2453385539788602,0.31133463849471504,0.05178176841990816-1.0679623566059602-0.03315613656711339-0.09243829238587847,1.0,1.073717427426473
sight,14324,S-AY1-XX,2,1,0.6666666666666666,1.780135908550188,0.445033977137547,0.08773661069239808-0.29271551396848233-0.6084070023051781-0.7912767815841295,1.0,1.0438669026756875
man,188878,M-AE1-N,3,0,1.0,0.4926778233751141,0.12316945584377853,0.2940844806592013-0.13864428021962344-0.04921304604626519-0.010736016450024212,1.0,0.3290062372548226
hack,9827,HH-AE1-K,3,0,1.0,0.6779485714977251,0.16948714287443128,0.32697697369902057-0.17674029294180732-0.005384381625290404-0.16884692323160685,1.0,0.40827606778844233
its,388807,XX-T-S,2,1,0.6666666666666666,1.3295033427925296,0.3323758356981324,0.9757680060724101-0.15688258412157421-0.12968120693443191-0.06717154566411325,0.0,0.9990318207414951
hash,3630,HH-AE1-SH,3,0,1.0,0.24282606024398717,0.060706515060996794,0.018502925802107797-0.060343168796585786-0.12978303449286602-0.03419693115242756,1.0,0.14831292063091425
bore,3600,B-AO1-R,3,0,1.0,0.6548281224057942,0.16370703060144856,0.227376768528441-0.3302394190497148-0.01214511543275592-0.08506681939488256,1.0,0.4100513825748743
bees,5075,B-IY1-Z,3,0,1.0,0.5471597812243535,0.13678994530608837,0.1331984660723108-0.09377657584096424-0.22918667060340495-0.09099806870767348,1.0,0.29553858636610003
latch,1281,L-AE1-CH,3,0,1.0,1.1855727462164052,0.2963931865541013,0.047200211893611003-0.2098263222455186-0.30345205012730997-0.6250941619499657,1.0,0.7273794082459851
rain,17803,R-EY1-N,3,0,1.0,0.6203148789336567,0.15507871973341417,0.04607542840697091-0.5301846162674885-0.03704918657723534-0.0070056476819620375,1.0,0.5335170041854977
look,253526,L-UH1-K,3,0,1.0,0.8070931865539919,0.20177329663849797,0.21969136824217106-0.4179905440254953-0.02082987174422026-0.14858140254210522,1.0,0.4954701897320428
odds,8297,AA1-D-Z,3,0,1.0,1.4422085804127427,0.3605521451031857,0.6574433681211516-0.4189455419995503-0.1482630268478225-0.2175566434442184,1.0,0.8228365376455848
bang,6791,B-AE1-NG,3,0,1.0,0.5535617138524761,0.13839042846311903,0.08026883236115392-0.05655186194615647-0.2969102642711682-0.11983075527399757,1.0,0.3348974671109231
cough,2217,K-XX-XX,1,2,0.3333333333333333,2.9659638404172517,0.7414909601043129,0.054634357644954744-1.1339655018195365-1.4025455086995189-0.37481847225324133,0.0,1.8429556325282375
tar,8297,T-AA1-R,3,0,1.0,1.1002480240747514,0.27506200601868785,0.30935330388112486-0.6701816882607567-0.03470010736788875-0.08601292456498091,1.0,0.743939031470839
boss,10004,B-XX-S,2,1,0.6666666666666666,1.6119627636758551,0.4029906909189638,0.09055048147013806-1.14927452187687-0.044185281281748534-0.32795247904709857,0.0,1.1993900466173908
pave,751,P-EY1-V,3,0,1.0,0.44166539273380684,0.11041634818345171,0.047495342755540945-0.15971129204200848-0.2100248590422365-0.024433898894020898,1.0,0.26920431129547046
owned,17616,OW1-N-D,3,0,1.0,0.8515726255043122,0.21289315637607806,0.5131999910505177-0.026532257615092123-0.26636318381374535-0.04547719302495705,1.0,0.5805994422019619
vowed,785,V-AW1-D,3,0,1.0,1.4334484884699124,0.3583621221174781,0.28951231566557717-0.7872614537214123-0.20807981379320273-0.14859490528972008,1.0,0.8769125567716949
gill,1750,G-IH1-L,3,0,1.0,0.4473549263721034,0.11183873159302585,0.2757706169829562-0.1216537301644433-0.006192849743551399-0.04373772948115254,1.0,0.3046315867112211
grow,24805,G-R-OW1,3,0,1.0,0.96701170211168,0.24175292552792,0.293718112525019-0.021422416438916046-0.43240722421732575-0.2194639489304191,1.0,0.5673355990829486
fawn,390,F-AO1-N,3,0,1.0,0.6043344027565779,0.15108360068914448,0.22359878936062622-0.3260061891315547-0.04479118888645945-0.009938235377937423,1.0,0.3979716988429033
mine,89232,M-AY1-N,3,0,1.0,0.21647225012417487,0.05411806253104372,0.05754861340128159-0.09558588327382322-0.030863576808828102-0.032474176640241964,1.0,0.12023159529650763
twee,2,T-W-XX,2,1,0.6666666666666666,1.1789741382693983,0.2947435345673496,0.06588528161067392-0.15900721824795488-0.8145443190679535-0.13953731934281588,0.0,0.8441429245116763
jen,2,JH-EH1-N,3,0,1.0,1.314979755408046,0.3287449388520115,0.7296081055967778-0.5507837502600145-0.011503254516134322-0.023084645035119235,1.0,0.9145249876323036
move,80093,M-UW1-V,3,0,1.0,1.2078876805852343,0.3019719201463086,0.07808056538507162-0.7937017113030687-0.29288676483351095-0.04321863906358324,1.0,0.8507111666091028
vim,2,V-IH1-M,3,0,1.0,1.0630906826293114,0.26577267065732785,0.7090503242424459-0.2779041157077623-0.042321187142214826-0.03381505553688843,1.0,0.7634904064215348
hit,64137,HH-IH1-T,3,0,1.0,0.8367577511076463,0.20918943777691157,0.4735834614572639-0.2901361198157544-0.04933463340622275-0.02370353642840529,1.0,0.5580824550907552
hop,4487,HH-AA1-P,3,0,1.0,1.469317164982158,0.3673292912455395,0.517399241318109-0.8454482026648573-0.052000274919914095-0.05446944607927762,1.0,0.9940601528346876
mac,2,M-AE1-_,2,1,0.6666666666666666,1.7166945577609953,0.42917363944024883,0.35015121856570847-0.19060986714350822-1.1441849136018438-0.031748558449934794,1.0,1.2120664523008728
scene,31920,S-_-XX-N,1,2,0.3333333333333333,5.539589852635821,1.3848974631589552,0.011828649677743176-2.085782381971863-1.9243375426658564-1.5176412783203586,0.0,3.2182197081107646
wag,352,W-AA1-G,2,1,0.6666666666666666,1.325508837849437,0.33137720946235927,0.2063006794460925-0.8602912031908613-0.23966173441153252-0.019255220800950747,1.0,0.9167712010620406
late,55032,L-EY1-T,3,0,1.0,0.31465454345523886,0.07866363586380971,0.08702985168211701-0.1012981230834481-0.08699641750445547-0.039330151185218244,1.0,0.1641668123431235
knot,2003,N-AA1-T,3,0,1.0,1.489017260632059,0.37225431515801477,0.8399277375303614-0.4938180140025121-0.11482462940394166-0.04044687969524386,1.0,0.9819141921884473
deed,1983,D-IY1-D,3,0,1.0,0.4828678983773157,0.12071697459432892,0.16422077474830082-0.08806148260874583-0.1990840173562394-0.03150162366402966,1.0,0.27449970098044224
vote,58105,V-OW1-T,3,0,1.0,0.6630096519574558,0.16575241298936394,0.24985627589593645-0.21235986993286438-0.1559840764529816-0.04480942967567335,1.0,0.3658740084472223
tail,11269,T-EY1-L,3,0,1.0,0.476780396077488,0.119195099019372,0.0683379929007184-0.32760851557902215-0.0755542767457894-0.005279610851958067,1.0,0.3431235109678678
woos,2,W-UH1-Z,2,1,0.6666666666666666,1.442206687562641,0.36055167189066023,0.09906541697679147-0.8103364194243625-0.4125416421318362-0.12026320902965074,1.0,0.922557811427134
fine,111803,F-AY1-N,3,0,1.0,0.2569938326901216,0.0642484581725304,0.09457892359932675-0.1006704850921863-0.02623191531112525-0.0355125086874833,1.0,0.1450136924985776
