word,needs_variants
waves,
waving,
wavy,
waxed,TRUE
way,
ways,
we,
weak,
wealth,
wealthy,
wear,
wearies,
wearing,
wears,
weary,
weasels,TRUE
weather,TRUE
weave,TRUE
wed,TRUE
wedding,
weddings,
wedged,TRUE
wednesday,
wednesdays,
wee,
weed,TRUE
weeds,
weehawken,
week,
weekend,TRUE
weeks,
weeny,
weeping,TRUE
weigh,TRUE
weight,TRUE
weird,
weirder,TRUE
weirdish,
welcome,TRUE
welcomed,
well,TRUE
wellar,
welshman,
went,
were,
werent,
werriweather,
wert,
west,
western,
westward,TRUE
wet,TRUE
weve,
whaa,
whaaaat,
whaaat,
whack,TRUE
whacked,
whale,
whales,
wharves,TRUE
what,
whatcha,
whatd,
whatever,
whats,
wheat,
whee,
wheeeee,
wheel,
wheelbarrow,TRUE
wheeled,
wheelies,
wheeling,
wheels,
wheezes,TRUE
when,
whenever,
where,
wheres,
wherever,
whether,
whew,
whey,
whhoossshhhhhhhh,
which,
whiffed,TRUE
while,
whimpers,TRUE
whined,TRUE
whiner,TRUE
whiney,
whip,TRUE
whipped,
whirl,TRUE
whirled,
whirling,
whirly,
whisked,TRUE
whiskers,TRUE
whiskery,
whisper,
whispered,
whispering,
whispers,
whistle,
whistled,
whistles,
whistling,
whit,
white,
whitechapel,
whiter,
whither,
whizzed,TRUE
who,
whoa,
whod,
whoever,
whoevers,
whole,TRUE
wholl,
whom,
whoo,
whooooo,
whoooooo,
whoooooooo,
whoop,TRUE
whooped,
whoosh,TRUE
whore,TRUE
whos,
whose,
whove,
why,
wicked,
wickersham,
wide,
wife,
wig,TRUE
wiggins,
wiggle,TRUE
wiggled,
wiggly,
wild,
wildcats,TRUE
wilderness,
wildly,
wilkin,
will,TRUE
wille,
william,
willie,
willing,
willow,TRUE
willy,
wilmington,
wilson,
wilt,TRUE
wilted,
win,
wind,
winding,
windmill,
windmills,
window,
windowpane,TRUE
windows,
winds,
windy,
wine,TRUE
winfrey,
winfreys,
wing,TRUE
wings,
wingspans,TRUE
wink,TRUE
winked,
winkie,
winner,
winners,
winning,
wins,
winsome,
winter,
winters,
wintertime,
wintry,
wipe,
wiped,
wipers,TRUE
wipes,
wiping,
wire,TRUE
wires,
wiry,
wisconsin,
wisdom,TRUE
wise,
wisely,
wish,
wished,
wisher,TRUE
wishes,
wishing,
witch,TRUE
witches,
witchs,
with,
withered,TRUE
within,
without,
wits,TRUE
wives,
wizard,
wizards,
wizened,TRUE
wo,
wobbled,TRUE
woe,TRUE
woedom,
woefully,
woke,
wolf,
wolfs,
wolfwagon,
wolves,
woman,
wome,
women,
womens,
won,
wonder,
wondered,
wonderful,
wonderfully,
wondering,
wonders,
wondrous,
wont,
wonts,
woo,TRUE
wood,
woodbines,TRUE
woodchuck,TRUE
wooden,
woods,
woody,
wooed,
wooeeee,
woof,TRUE
wool,
woolen,
woolens,
woolly,
woooo,
wooooo,
wooshee,
word,TRUE
words,
wore,
work,
workday,TRUE
worked,
worker,
workers,
workin,
working,
workloads,TRUE
workmen,
works,
workshop,TRUE
world,
worlds,
worm,
worms,
worn,
worried,
worries,
worry,
worrying,
worse,
worsening,TRUE
worst,
worth,
woset,
would,
wouldnt,
wound,TRUE
wow,
wrangle,TRUE
wrap,
wrapped,
wrapping,
wraps,
wreck,TRUE
wrecked,
wrecking,
wren,
wrenched,TRUE
wrenches,
wrens,
wrestled,TRUE
wriggled,TRUE
wriggles,
wrinkle,TRUE
wrinkled,
wrist,TRUE
write,
writer,TRUE
writes,
writing,
written,
wrong,TRUE
wrote,
wrung,
wuddled,TRUE
wumby,
wump,
wun,
ww,
x,
xx,
xylophone,TRUE
y,
ya,
yak,TRUE
yall,
yams,TRUE
yank,TRUE
yanked,
yankee,TRUE
yap,TRUE
yapping,
yard,
yards,
yarn,TRUE
yawing,TRUE
yawn,TRUE
yawned,
yawns,
yay,
ye,
yea,
yeah,
year,
years,
yell,
yelled,
yelling,
yellow,
yellowish,
yells,
yelp,TRUE
yelped,
yelping,
yeow,
yep,
yeps,
yerbeys,
yertle,
yes,
yessss,
yesterday,
yesterdays,
yet,
yew,
yield,TRUE
yikes,
ying,
yink,
yip,TRUE
yipiyuk,
yipp,
yippee,
yippetty,
yipping,
yknow,
yo,
yodeled,TRUE
yoga,
yolanda,
yolk,TRUE
yon,
yonder,
yop,
yopp,
yorgenson,
york,
yot,
yottle,
you,
youd,
youll,
young,
younger,
youngest,
your,
youre,
yours,
yourself,
yourselves,
yous,
youth,
youve,
yowl,TRUE
yuck,
yucky,
yugoslavia,
yuletide,
yum,
yummier,TRUE
yummy,
yums,
yy,
z,
zable,
zachary,
zack,
zall,
zamp,
zang,
zans,
zazzer,
zebra,TRUE
zeds,
zeep,
zeg,
zelf,
zellar,
zillions,
zillow,
zipped,TRUE
zizzer,
zlock,
zones,TRUE
zong,
zoo,TRUE
zood,
zookeeper,TRUE
zoom,TRUE
zoomberry,
zoomed,
zooming,
zooom,
zower,
zugg,
zum,
zuma,
zump,
zuzz,
zwoop,
zz,
zzz,
zzzz,
zzzzzzz,
zzzzzzzzz,
zzzzzzzzzzzzzzzzzz,
zzzzzzzzzzzzzzzzzzz,
